Set	Name	Size	Length	Annotation
groupIII	mmarc_Tetracyclines22_blast_augmented	4	1185	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETA
groupIII	mmarc_Tetracyclines23_blast_augmented	7	419	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETD
groupIII	mmarc_Tetracyclines24_blast_augmented	5	1992	Tetracyclines	Tetracycline resistance ribosomal protection proteins	OTRA
groupIII	mmarc_Tetracyclines25_blast_augmented	3	732	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines26_blast_augmented	3	612	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines27_blast_augmented	456	1200	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETC
groupIII	mmarc_Tetracyclines28_blast_augmented	11	1959	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETB
groupIII	mmarc_Tetracyclines29_blast_augmented	3	1923	Tetracyclines	Tetracycline resistance ribosomal protection proteins	TET44
groupIII	mmarc_Tetracyclines2_blast_augmented	2	1183	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET41
groupIII	mmarc_Tetracyclines30_blast_augmented	9	642	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines31_blast_augmented	9	1182	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETA
groupIII	mmarc_Tetracyclines32_blast_augmented	6	1110	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET35
groupIII	mmarc_Tetracyclines33_blast_augmented	2	1539	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TCR3
groupIII	mmarc_Tetracyclines34_blast_augmented	4	1923	Tetracyclines	Tetracycline resistance ribosomal protection proteins	TET36
groupIII	mmarc_Tetracyclines35_blast_augmented	78	743	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines36_blast_augmented	10	1287	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETA
groupIII	mmarc_Tetracyclines37_blast_augmented	2	465	Tetracyclines	Tetracycline inactivation enzymes	TET34
groupIII	mmarc_Tetracyclines38_blast_augmented	2	1260	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETV
groupIII	mmarc_Tetracyclines39_blast_augmented	2	328	Tetracyclines	Tetracycline inactivation enzymes	TET37
groupIII	mmarc_Tetracyclines3_blast_augmented	3	627	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines4_blast_augmented	7	711	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET39
groupIII	mmarc_Tetracyclines5_blast_augmented	28	1946	Tetracyclines	Tetracycline resistance ribosomal protection proteins	TETS
groupIII	mmarc_Tetracyclines6_blast_augmented	3	1110	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET35
groupIII	mmarc_Tetracyclines7_blast_augmented	4	642	Tetracyclines	Tetracycline transcriptional repressor	TETR
groupIII	mmarc_Tetracyclines8_blast_augmented	5	747	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TET45
groupIII	mmarc_Tetracyclines9_blast_augmented	11	1155	Tetracyclines	Tetracycline resistance major facilitator superfamily MFS efflux pumps	TETZ
groupIII	mmarc_Thiostrepton1_blast_augmented	87	793	Thiostrepton	23S rRNA methyltransferases	TSNR
groupIII	mmarc_Trimethoprim10_blast_augmented	4	561	Trimethoprim	Dihydrofolate reductase	DHFR
groupIII	mmarc_Trimethoprim11_blast_augmented	3	562	Trimethoprim	Dihydrofolate reductase	DFRA
groupIII	mmarc_Trimethoprim12_blast_augmented	5	496	Trimethoprim	Dihydrofolate reductase	DFRF
groupIII	mmarc_Trimethoprim13_blast_augmented	3	489	Trimethoprim	Dihydrofolate reductase	DHFRIII
groupIII	mmarc_Trimethoprim14_blast_augmented	3	534	Trimethoprim	Dihydrofolate reductase	DHFRIX
groupIII	mmarc_Trimethoprim15_blast_augmented	3	558	Trimethoprim	Dihydrofolate reductase	DHFR
groupIII	mmarc_Trimethoprim1_blast_augmented	8	565	Trimethoprim	Dihydrofolate reductase	DFRA
groupIII	mmarc_Trimethoprim2_blast_augmented	2	553	Trimethoprim	Dihydrofolate reductase	DFRA
groupIII	mmarc_Trimethoprim3_blast_augmented	3	237	Trimethoprim	Dihydrofolate reductase	DFRB
groupIII	mmarc_Trimethoprim4_blast_augmented	3	459	Trimethoprim	Dihydrofolate reductase	DHFR
groupIII	mmarc_Trimethoprim5_blast_augmented	5	510	Trimethoprim	Dihydrofolate reductase	DHFR
groupIII	mmarc_Trimethoprim6_blast_augmented	29	487	Trimethoprim	Dihydrofolate reductase	DFRC
groupIII	mmarc_Trimethoprim7_blast_augmented	101	475	Trimethoprim	Dihydrofolate reductase	DFRA
groupIII	mmarc_Trimethoprim8_blast_augmented	4	472	Trimethoprim	Dihydrofolate reductase	DHFR
groupIII	mmarc_Trimethoprim9_blast_augmented	8	463	Trimethoprim	Dihydrofolate reductase	DFRE
groupIII	mmarc_Tunicamycin1_blast_augmented	17	595	Tunicamycin	ATP-binding tunicamycin resistance	TMRB
